../prop_dataset,CCS,100,0,537,0
../prop_dataset,CCS,100,1,538,0
../prop_dataset,CCS,100,2,483,0
../prop_dataset,CCS,100,3,530,0
../prop_dataset,CCS,100,4,509,0
../prop_dataset,CCS,200,0,1052,0
../prop_dataset,CCS,200,1,1000,0
../prop_dataset,CCS,200,2,1065,0
../prop_dataset,CCS,200,3,1044,0
../prop_dataset,CCS,200,4,1043,0
../prop_dataset,CCS,300,0,1624,0
../prop_dataset,CCS,300,1,1652,0
../prop_dataset,CCS,300,2,1502,0
../prop_dataset,CCS,300,3,1424,0
../prop_dataset,CCS,300,4,1593,0
../prop_dataset,CCS,400,0,1997,0
../prop_dataset,CCS,400,1,2037,0
../prop_dataset,CCS,400,2,2007,0
../prop_dataset,CCS,400,3,2034,0
../prop_dataset,CCS,400,4,2097,0
../prop_dataset,CCS,500,0,2573,0
../prop_dataset,CCS,500,1,2484,0
../prop_dataset,CCS,500,2,2570,0
../prop_dataset,CCS,500,3,2508,0
../prop_dataset,CCS,500,4,2523,0
../prop_dataset,CCS,600,0,3037,0
../prop_dataset,CCS,600,1,3109,0
../prop_dataset,CCS,600,2,3107,0
../prop_dataset,CCS,600,3,3001,0
../prop_dataset,CCS,600,4,3131,0
../prop_dataset,CCS,700,0,3585,0
../prop_dataset,CCS,700,1,3647,0
../prop_dataset,CCS,700,2,3535,0
../prop_dataset,CCS,700,3,3563,0
../prop_dataset,CCS,700,4,3528,0
../prop_dataset,CCS,800,0,4016,0
../prop_dataset,CCS,800,1,3907,0
../prop_dataset,CCS,800,2,4045,0
../prop_dataset,CCS,800,3,4047,0
../prop_dataset,CCS,800,4,4182,0
../prop_dataset,CCS,900,0,4691,0
../prop_dataset,CCS,900,1,4550,0
../prop_dataset,CCS,900,2,4651,0
../prop_dataset,CCS,900,3,4501,0
../prop_dataset,CCS,900,4,4644,0
../prop_dataset,CCS,1000,0,5128,0
../prop_dataset,CCS,1000,1,4954,0
../prop_dataset,CCS,1000,2,5051,0
../prop_dataset,CCS,1000,3,5145,0
../prop_dataset,CCS,1000,4,5251,0
../prop_dataset,CCNS,100,0,555,9566608
../prop_dataset,CCNS,100,1,520,9516464
../prop_dataset,CCNS,100,2,508,8995744
../prop_dataset,CCNS,100,3,591,9392336
../prop_dataset,CCNS,100,4,504,9510624
../prop_dataset,CCNS,200,0,904,17855632
../prop_dataset,CCNS,200,1,953,18391952
../prop_dataset,CCNS,200,2,997,18535824
../prop_dataset,CCNS,200,3,948,18988112
../prop_dataset,CCNS,200,4,972,18904656
../prop_dataset,CCNS,300,0,1472,28934656
../prop_dataset,CCNS,300,1,1456,28821088
../prop_dataset,CCNS,300,2,1346,27029600
../prop_dataset,CCNS,300,3,1335,26356896
../prop_dataset,CCNS,300,4,1416,28676880
../prop_dataset,CCNS,400,0,1848,36596000
../prop_dataset,CCNS,400,1,1893,37397024
../prop_dataset,CCNS,400,2,1920,37079056
../prop_dataset,CCNS,400,3,1841,37044384
../prop_dataset,CCNS,400,4,1925,37656448
../prop_dataset,CCNS,500,0,2326,47061296
../prop_dataset,CCNS,500,1,2327,46041376
../prop_dataset,CCNS,500,2,2395,46879440
../prop_dataset,CCNS,500,3,2389,47112736
../prop_dataset,CCNS,500,4,2299,45547312
../prop_dataset,CCNS,600,0,2774,56341152
../prop_dataset,CCNS,600,1,2829,54654208
../prop_dataset,CCNS,600,2,2760,56569680
../prop_dataset,CCNS,600,3,2784,55977936
../prop_dataset,CCNS,600,4,2771,56278368
../prop_dataset,CCNS,700,0,3462,66766800
../prop_dataset,CCNS,700,1,3266,66098640
../prop_dataset,CCNS,700,2,3176,64934592
../prop_dataset,CCNS,700,3,3178,65513536
../prop_dataset,CCNS,700,4,3252,65663440
../prop_dataset,CCNS,800,0,3699,74601552
../prop_dataset,CCNS,800,1,3598,72876656
../prop_dataset,CCNS,800,2,3634,75519136
../prop_dataset,CCNS,800,3,3751,74916016
../prop_dataset,CCNS,800,4,3644,73513952
../prop_dataset,CCNS,900,0,4296,84754672
../prop_dataset,CCNS,900,1,4136,84484320
../prop_dataset,CCNS,900,2,4212,84427072
../prop_dataset,CCNS,900,3,4235,83926304
../prop_dataset,CCNS,900,4,4186,85337648
../prop_dataset,CCNS,1000,0,4554,92999008
../prop_dataset,CCNS,1000,1,4573,92909728
../prop_dataset,CCNS,1000,2,4635,94971984
../prop_dataset,CCNS,1000,3,4652,93633488
../prop_dataset,CCNS,1000,4,4616,92669264

../prop_dataset,GCS,100,0,636,9566608
../prop_dataset,GCS,100,1,43,9516464
../prop_dataset,GCS,100,2,35,8995744
../prop_dataset,GCS,100,3,30,9392336
../prop_dataset,GCS,100,4,30,9510624
../prop_dataset,GCS,200,0,56,17855632
../prop_dataset,GCS,200,1,66,18391952
../prop_dataset,GCS,200,2,58,18535824
../prop_dataset,GCS,200,3,69,18988112
../prop_dataset,GCS,200,4,60,18904656
../prop_dataset,GCS,300,0,92,28934656
../prop_dataset,GCS,300,1,91,28821088
../prop_dataset,GCS,300,2,85,27029600
../prop_dataset,GCS,300,3,103,26356896
../prop_dataset,GCS,300,4,105,28676880
../prop_dataset,GCS,400,0,129,36596000
../prop_dataset,GCS,400,1,120,37397024
../prop_dataset,GCS,400,2,128,37079056
../prop_dataset,GCS,400,3,117,37044384
../prop_dataset,GCS,400,4,119,37656448
../prop_dataset,GCS,500,0,156,47061296
../prop_dataset,GCS,500,1,147,46041376
../prop_dataset,GCS,500,2,157,46879440
../prop_dataset,GCS,500,3,151,47112736
../prop_dataset,GCS,500,4,145,45547312
../prop_dataset,GCS,600,0,182,56341152
../prop_dataset,GCS,600,1,175,54654208
../prop_dataset,GCS,600,2,188,56569680
../prop_dataset,GCS,600,3,179,55977936
../prop_dataset,GCS,600,4,178,56278368
../prop_dataset,GCS,700,0,213,66766800
../prop_dataset,GCS,700,1,208,66098640
../prop_dataset,GCS,700,2,204,64934592
../prop_dataset,GCS,700,3,205,65513536
../prop_dataset,GCS,700,4,212,65663440
../prop_dataset,GCS,800,0,241,74601552
../prop_dataset,GCS,800,1,234,72876656
../prop_dataset,GCS,800,2,248,75519136
../prop_dataset,GCS,800,3,244,74916016
../prop_dataset,GCS,800,4,242,73513952
../prop_dataset,GCS,900,0,281,84754672
../prop_dataset,GCS,900,1,273,84484320
../prop_dataset,GCS,900,2,268,84427072
../prop_dataset,GCS,900,3,266,83926304
../prop_dataset,GCS,900,4,275,85337648
../prop_dataset,GCS,1000,0,320,92999008
../prop_dataset,GCS,1000,1,301,92909728
../prop_dataset,GCS,1000,2,311,94971984
../prop_dataset,GCS,1000,3,302,93633488
../prop_dataset,GCS,1000,4,300,92669264
../prop_dataset,GCNS,100,0,590,9566608
../prop_dataset,GCNS,100,1,62,9516464
../prop_dataset,GCNS,100,2,53,8995744
../prop_dataset,GCNS,100,3,56,9392336
../prop_dataset,GCNS,100,4,48,9510624
../prop_dataset,GCNS,200,0,83,17855632
../prop_dataset,GCNS,200,1,88,18391952
../prop_dataset,GCNS,200,2,83,18535824
../prop_dataset,GCNS,200,3,82,18988112
../prop_dataset,GCNS,200,4,85,18904656
../prop_dataset,GCNS,300,0,114,28934656
../prop_dataset,GCNS,300,1,123,28821088
../prop_dataset,GCNS,300,2,112,27029600
../prop_dataset,GCNS,300,3,108,26356896
../prop_dataset,GCNS,300,4,116,28676880
../prop_dataset,GCNS,400,0,144,36596000
../prop_dataset,GCNS,400,1,145,37397024
../prop_dataset,GCNS,400,2,156,37079056
../prop_dataset,GCNS,400,3,153,37044384
../prop_dataset,GCNS,400,4,147,37656448
../prop_dataset,GCNS,500,0,173,47061296
../prop_dataset,GCNS,500,1,192,46041376
../prop_dataset,GCNS,500,2,175,46879440
../prop_dataset,GCNS,500,3,175,47112736
../prop_dataset,GCNS,500,4,169,45547312
../prop_dataset,GCNS,600,0,211,56341152
../prop_dataset,GCNS,600,1,204,54654208
../prop_dataset,GCNS,600,2,195,56569680
../prop_dataset,GCNS,600,3,206,55977936
../prop_dataset,GCNS,600,4,231,56278368
../prop_dataset,GCNS,700,0,244,66766800
../prop_dataset,GCNS,700,1,240,66098640
../prop_dataset,GCNS,700,2,235,64934592
../prop_dataset,GCNS,700,3,226,65513536
../prop_dataset,GCNS,700,4,252,65663440
../prop_dataset,GCNS,800,0,268,74601552
../prop_dataset,GCNS,800,1,257,72876656
../prop_dataset,GCNS,800,2,272,75519136
